gene_name	gene_id	biotype	start	stop	HG002	HG003	HG004	HG005	HG01106	HG01258	HG01928	HG02055	HG02630	HG03492	HG03579	IHW09021	IHW09049	IHW09071	IHW09117	IHW09118	IHW09122	IHW09125	IHW09175	IHW09198	IHW09200	IHW09224	IHW09245	IHW09251	IHW09359	IHW09364	IHW09409	NA19240	NA20129	NA21309	NA24694	NA24695
DHFRP2	ENSG00000228432	transcribed_processed_pseudogene	31360864	31367354	11.29	9.67	4.52	4.4	9.26	14.34	10.39	4.99	7.93	5.47	4.46	8.6	15.47	10.38	16.54	1.09	35.79	20.18	10.16	18.07	12.21	15.19	0.58	3.77	17.45	5.28	8.19	2.43	4.89	9.76	8.94	2.65
ENSG00000285647	ENSG00000285647	lncRNA	31367056	31376088	0.8	0.38	0.74	0.0	0.35	0.77	1.06	0.0	0.7	0.02	0.0	0.06	0.15	0.21	0.88	0.95	1.94	0.12	0.78	0.58	0.08	0.03	0.0	0.0	0.39	0.03	0.0	0.0	0.5	0.15	0.0	0.24
RNU6-283P	ENSG00000201658	snRNA	31370133	31370240	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
FGFR3P1	ENSG00000230994	processed_pseudogene	31377418	31378019	14.07	7.65	5.35	6.27	7.16	18.44	13.75	11.3	12.17	3.11	4.61	10.44	27.51	6.48	16.98	3.0	28.01	7.49	7.0	39.19	9.76	13.62	0.0	7.35	25.69	9.98	19.4	5.4	13.06	4.57	15.56	5.88
ZDHHC20P2	ENSG00000223702	processed_pseudogene	31380410	31380839	235.89	175.82	121.64	115.87	172.32	196.13	160.03	141.29	96.46	126.25	49.58	121.06	212.8	99.59	227.7	49.03	303.73	227.52	70.51	171.99	129.39	207.67	21.17	105.58	290.88	24.79	142.78	85.69	177.9	137.27	190.51	93.33
HLA-S	ENSG00000225851	unprocessed_pseudogene	31382073	31382288	438.33	341.28	249.6	201.95	313.84	338.6	291.93	267.04	175.93	245.55	75.69	200.5	408.47	156.15	498.98	89.96	526.52	431.21	159.75	269.72	278.96	424.16	45.84	239.8	582.17	53.51	281.94	151.67	336.07	251.86	316.33	188.14
ENSG00000272221	ENSG00000272221	lncRNA	31394288	31395495	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	5.39	0.28	4.07	0.0	0.0	0.0	0.0	3.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MICA	ENSG00000204520	protein_coding	31399783	31415315	0.84	0.13	0.26	0.11	0.32	0.35	0.81	0.13	0.46	0.61	0.07	0.0	0.0	0.0	0.96	0.06	0.4	0.29	0.55	0.0	1.42	0.97	0.0	0.06	0.53	0.0	0.0	0.27	0.81	1.21	0.19	0.29
ENSG00000288587	ENSG00000288587	lncRNA	31400701	31463705	17.25	11.29	8.86	6.21	8.71	10.64	7.93	6.46	7.39	9.09	2.82	7.05	14.64	4.65	19.11	4.39	21.84	14.46	8.2	9.41	12.95	14.2	2.82	4.63	18.66	3.48	7.99	4.08	7.46	11.06	11.41	5.55
Y_RNA	ENSG00000199332	misc_RNA	31402151	31402250	0.0	0.0	1.0	0.0	0.0	1.0	1.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
LINC01149	ENSG00000230174	lncRNA	31441666	31446973	0.4	0.81	0.32	0.44	0.17	0.0	1.01	0.44	0.0	1.53	0.14	0.0	0.07	0.63	0.0	0.0	0.14	1.89	0.0	0.0	0.0	0.0	0.0	0.0	1.34	0.0	0.0	0.0	0.0	0.85	0.0	0.0
ENSG00000233902	ENSG00000233902	unprocessed_pseudogene	31462727	31463336	437.37	300.42	227.72	138.37	215.88	259.15	180.45	153.53	156.04	247.88	72.81	156.54	366.01	90.54	478.26	105.07	471.62	321.58	189.2	190.37	295.85	369.11	66.07	119.17	469.17	66.55	210.61	97.21	201.12	268.87	270.17	125.98
HCP5	ENSG00000206337	lncRNA	31463169	31478936	46.39	34.38	24.6	18.36	26.78	32.96	23.66	19.17	20.02	25.26	9.53	21.27	41.56	13.67	60.07	13.74	61.4	45.19	24.23	24.97	40.94	46.99	8.33	14.96	61.84	10.04	27.01	13.48	22.29	31.51	36.34	14.14
MICB-DT	ENSG00000286940	lncRNA	31479972	31494935	0.18	0.18	0.15	0.0	0.38	1.08	0.79	0.04	0.02	0.7	0.0	0.12	0.29	0.26	0.01	0.0	0.23	0.06	0.3	0.76	0.0	1.4	0.0	0.17	1.02	0.12	0.18	0.34	0.72	0.88	0.3	0.35
MICB	ENSG00000204516	protein_coding	31494880	31511124	0.48	1.01	0.8	0.27	0.88	1.08	1.29	0.39	0.1	0.18	0.28	0.19	0.79	0.0	1.9	0.0	0.71	1.0	0.63	3.09	0.14	0.0	0.34	0.61	0.13	0.0	0.32	0.0	1.13	0.55	1.27	0.38
Y_RNA	ENSG00000201680	misc_RNA	31496688	31496790	1.0	1.0	0.0	0.0	0.0	0.0	1.98	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
ENSG00000256851	ENSG00000256851	unprocessed_pseudogene	31515978	31516211	2.15	2.0	0.0	0.0	1.0	2.99	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	6.0	1.0	0.0	2.98	2.0	3.0	0.0	2.0	2.0	0.0	4.0	3.0	1.0	2.0	2.0	0.0
PPIAP9	ENSG00000219797	processed_pseudogene	31519479	31520291	4.83	1.75	0.04	1.0	2.45	4.77	2.37	2.0	0.02	1.0	1.83	3.03	2.94	0.0	1.99	1.14	7.36	0.0	1.85	0.0	0.0	1.23	0.0	0.0	3.14	2.07	0.0	0.15	1.0	0.09	1.86	0.43
RPL15P4	ENSG00000225499	processed_pseudogene	31528113	31528693	382.11	307.57	186.99	137.02	255.13	278.24	245.88	217.14	164.19	192.4	79.25	143.87	311.78	78.66	390.12	92.84	372.3	276.28	171.59	159.0	256.23	276.2	44.54	139.96	395.21	41.91	196.84	124.2	305.03	208.33	273.51	117.95
MCCD1	ENSG00000204511	protein_coding	31528961	31530232	379.92	289.86	184.19	126.84	244.06	295.15	234.07	201.08	154.11	209.25	82.13	214.67	376.6	113.6	443.91	139.78	449.4	312.02	201.59	190.82	330.84	355.89	81.21	189.59	450.77	73.16	230.73	131.88	304.62	218.35	245.14	128.76
DDX39B	ENSG00000198563	protein_coding	31530218	31542448	299.9	201.11	147.69	105.68	219.12	235.85	157.37	154.96	119.94	157.85	60.54	197.73	353.2	122.74	402.74	104.3	441.72	310.94	182.04	266.45	328.21	330.67	71.51	203.9	422.28	112.43	230.74	97.64	272.56	165.49	191.99	81.29
ATP6V1G2-DDX39B	ENSG00000254870	protein_coding	31530218	31546608	299.47	204.44	146.4	109.17	214.75	229.52	152.91	153.82	120.5	158.57	55.35	171.31	320.0	101.15	361.71	90.15	397.71	274.01	156.99	231.34	288.73	301.32	60.44	182.12	385.6	91.91	198.48	91.35	264.56	165.91	188.34	82.94
SNORD117	ENSG00000201785	snoRNA	31536373	31536449	294.07	204.04	144.3	103.83	196.42	178.95	152.61	159.84	121.05	183.93	50.07	107.92	233.92	62.47	262.91	47.41	332.32	171.83	116.89	170.63	202.14	213.16	37.36	117.99	318.63	49.12	164.5	103.12	226.78	151.67	200.67	93.51
SNORD84	ENSG00000265236	snoRNA	31541100	31541178	362.09	236.08	207.0	137.28	273.95	299.9	169.69	195.58	155.63	155.0	88.27	474.14	773.96	331.17	851.23	267.62	861.64	746.32	437.79	575.29	734.0	642.86	176.97	485.22	851.54	341.81	502.09	109.78	379.0	222.58	222.82	92.0
DDX39B-AS1	ENSG00000234006	lncRNA	31542303	31543138	280.52	214.55	135.99	121.41	194.76	216.71	141.63	148.72	115.77	141.24	49.1	127.93	271.42	78.27	285.22	83.13	304.14	227.13	128.06	178.93	231.93	246.75	57.7	162.39	334.15	69.73	147.81	72.64	247.91	166.9	183.56	83.37
ATP6V1G2	ENSG00000213760	protein_coding	31544443	31548427	345.78	261.66	171.17	127.59	236.39	222.15	156.12	172.4	140.67	190.43	50.08	113.36	268.8	50.27	308.62	57.6	344.98	226.73	95.69	143.22	219.54	268.91	36.39	146.4	343.28	40.64	142.93	81.09	272.91	188.58	203.68	97.2
NFKBIL1	ENSG00000204498	protein_coding	31546869	31558829	228.42	138.27	88.8	67.89	133.99	125.09	91.53	86.65	82.37	98.34	36.24	78.01	167.88	36.97	188.71	41.93	241.46	143.03	62.76	109.76	151.75	178.05	21.71	87.74	220.86	34.63	103.96	46.34	157.29	102.2	139.97	33.91
ENSG00000289406	ENSG00000289406	lncRNA	31560243	31572700	224.1	180.91	126.02	84.68	156.37	153.1	129.25	123.9	103.98	125.47	47.56	90.59	184.87	45.18	236.7	41.36	251.63	179.52	86.44	117.33	160.56	185.4	28.11	95.99	255.27	36.68	116.65	64.58	195.14	147.98	147.11	58.62
LTA	ENSG00000226979	protein_coding	31572053	31574324	345.5	255.84	170.77	136.87	243.55	258.5	198.54	180.11	134.73	191.21	70.71	153.23	257.72	82.46	357.33	79.32	403.39	290.21	128.05	189.74	255.56	302.98	54.31	167.99	366.88	73.96	166.49	75.73	297.61	191.92	232.87	116.23
TNF	ENSG00000232810	protein_coding	31575564	31578336	382.74	282.54	204.14	143.78	267.02	257.58	236.2	199.5	148.51	229.66	76.31	140.81	352.26	64.87	384.38	89.05	480.67	327.08	160.8	222.51	298.59	386.02	45.69	156.19	462.08	61.98	208.07	98.64	337.98	216.16	262.78	119.45
LTB	ENSG00000227507	protein_coding	31580524	31582522	319.76	205.87	148.3	98.86	192.23	191.11	129.55	176.82	105.81	191.1	54.91	96.67	219.65	58.39	283.75	70.78	345.49	255.22	102.81	133.06	230.07	233.72	39.8	114.65	345.49	32.91	164.45	65.74	229.02	158.46	193.03	106.82
LST1	ENSG00000204482	protein_coding	31586123	31588909	332.73	258.1	177.32	135.85	235.25	233.44	189.83	184.19	104.25	218.94	71.17	144.67	271.7	88.24	359.08	63.63	390.56	265.76	140.52	169.49	289.65	305.0	32.96	157.62	420.25	42.71	179.11	103.84	301.51	223.47	218.91	114.67
NCR3	ENSG00000204475	protein_coding	31588894	31593006	264.71	188.94	141.81	85.34	170.94	192.67	145.8	160.95	96.17	157.32	51.08	101.01	185.93	47.87	264.08	49.02	292.8	199.12	91.16	121.32	204.62	237.55	22.13	97.07	240.74	37.78	103.55	84.63	214.84	151.83	161.82	45.8
UQCRHP1	ENSG00000230622	processed_pseudogene	31611082	31611356	176.42	147.11	84.46	55.04	100.29	116.66	80.94	97.78	69.74	99.99	25.45	43.99	90.33	21.14	122.3	14.95	177.17	122.07	45.55	63.97	89.77	124.3	15.31	37.98	173.86	17.55	42.19	48.38	128.09	93.3	104.99	15.94
AIF1	ENSG00000204472	protein_coding	31615216	31617021	299.14	174.01	112.49	93.84	151.36	143.41	130.52	111.04	84.59	161.32	33.48	119.81	240.53	51.42	284.05	49.07	313.44	211.21	121.36	134.04	175.87	257.62	25.24	104.34	334.68	38.41	140.17	77.33	247.58	131.86	168.92	73.99
ENSG00000289375	ENSG00000289375	lncRNA	31619846	31620406	118.57	73.94	52.64	39.57	57.07	83.65	34.47	33.55	50.19	50.42	27.54	102.38	201.1	51.43	212.56	43.81	259.33	156.46	69.85	110.58	148.87	170.97	19.98	82.72	188.18	38.2	94.38	22.83	118.45	64.5	74.68	20.66
PRRC2A	ENSG00000204469	protein_coding	31620714	31637771	300.35	221.68	146.96	100.92	194.65	190.21	183.33	166.28	109.89	173.02	58.81	123.92	275.3	63.77	344.29	64.2	356.23	229.65	116.2	175.74	221.0	262.62	38.12	135.22	362.82	46.25	141.86	102.19	242.35	165.86	197.6	75.67
ENSG00000291302	ENSG00000291302	protein_coding	31622773	31622860	143.39	188.15	120.59	73.97	126.37	110.77	110.51	105.2	66.31	136.83	35.29	108.02	262.56	50.43	282.83	52.7	320.7	174.71	93.22	170.68	161.91	225.89	31.39	108.37	301.79	49.84	121.16	67.11	138.4	119.82	92.25	54.71
SNORA38	ENSG00000200816	snoRNA	31623078	31623210	147.79	189.31	113.15	68.38	111.98	109.17	108.63	106.27	67.83	134.69	45.91	106.05	245.3	47.13	259.17	33.55	301.33	175.15	94.07	180.07	160.2	209.63	27.06	109.53	302.25	45.78	114.27	74.48	128.22	117.73	94.75	50.36
ENSG00000289282	ENSG00000289282	protein_coding	31623873	31625499	277.36	116.23	71.04	43.76	93.32	85.15	76.53	72.53	45.67	78.75	43.45	84.36	222.55	61.19	286.68	42.08	263.61	163.19	85.79	164.57	181.3	179.87	29.96	93.82	290.86	40.55	87.92	37.51	134.65	63.45	110.33	27.6
MIR6832	ENSG00000274494	miRNA	31633786	31633858	358.6	302.93	216.86	145.86	248.26	289.15	260.68	224.08	152.01	247.29	77.29	159.0	331.61	99.58	460.74	104.37	492.1	301.21	156.33	209.94	270.12	354.31	51.78	195.57	459.76	54.76	204.47	164.29	372.87	232.18	279.47	126.92
BAG6	ENSG00000204463	protein_coding	31639027	31652705	281.68	228.65	152.16	102.38	213.0	201.62	173.5	168.56	113.91	157.7	57.88	120.91	240.4	68.85	308.73	63.12	332.88	228.84	127.68	161.2	229.74	249.41	31.52	144.39	322.05	43.42	152.04	97.39	247.09	164.11	191.05	67.5
APOM	ENSG00000204444	protein_coding	31652415	31658210	236.19	101.33	67.93	50.28	127.05	127.89	82.19	76.07	75.11	109.66	39.03	100.47	195.21	56.79	250.42	52.51	290.15	209.73	85.19	143.5	203.28	224.24	22.14	107.95	260.06	25.91	120.85	38.56	181.1	80.55	155.54	67.72
C6orf47	ENSG00000204439	protein_coding	31658297	31660778	279.88	186.13	125.2	99.67	203.04	179.65	140.85	138.56	105.68	162.66	56.09	128.37	241.95	70.44	301.15	62.09	332.25	236.83	99.43	154.37	226.5	255.03	36.97	129.0	333.71	44.58	162.99	79.66	249.55	144.67	186.78	75.44
C6orf47-AS1	ENSG00000227198	lncRNA	31658328	31660721	280.19	186.33	125.28	99.78	203.2	180.02	140.88	138.92	105.68	163.06	56.17	128.71	242.27	70.14	301.49	62.29	332.41	237.06	99.47	154.31	227.16	255.01	37.01	129.01	334.38	44.62	163.29	80.05	250.11	144.74	186.85	75.76
GPANK1	ENSG00000204438	protein_coding	31661227	31666283	313.08	235.53	150.58	118.5	217.43	210.93	162.81	150.01	119.37	196.58	62.26	119.91	271.37	84.39	335.66	70.77	362.79	274.41	147.35	171.37	253.1	300.56	37.54	143.02	332.77	54.31	174.47	82.94	263.54	170.0	217.8	64.37
Y_RNA	ENSG00000201207	misc_RNA	31663287	31663401	297.98	229.87	137.49	110.79	222.75	209.03	173.47	149.55	103.32	194.57	62.15	97.11	232.35	68.43	305.06	59.36	309.24	220.18	147.67	151.11	227.25	262.77	25.05	138.89	290.78	35.31	149.03	89.72	245.68	150.39	222.13	46.6
CSNK2B	ENSG00000204435	protein_coding	31665226	31670343	338.9	267.66	179.16	142.69	251.25	232.38	199.68	186.94	134.09	178.98	60.69	135.9	340.5	78.94	413.93	102.06	412.2	332.63	171.01	180.11	288.02	323.63	51.06	180.64	432.93	71.68	211.81	107.93	281.12	223.64	224.46	86.25
ENSG00000263020	ENSG00000263020	protein_coding	31666101	31673546	293.63	226.29	164.15	118.6	210.59	190.52	184.31	175.68	110.52	142.19	56.43	125.85	291.82	69.63	364.04	85.13	354.41	295.91	146.29	165.72	255.6	280.78	42.32	157.65	396.9	59.5	177.81	104.84	225.13	193.57	185.29	78.65
LY6G5B	ENSG00000240053	protein_coding	31669975	31673776	236.58	170.0	138.5	85.72	149.34	136.03	150.83	147.58	80.8	103.81	48.8	113.53	226.65	60.07	302.26	61.77	286.31	248.76	115.35	148.63	219.73	238.21	31.41	123.06	341.28	42.61	138.17	91.76	156.86	145.57	134.33	68.7
LY6G5C	ENSG00000204428	protein_coding	31676683	31684040	278.62	197.61	144.94	94.92	200.97	179.89	157.18	153.58	109.68	126.06	45.62	115.55	220.22	53.67	299.69	66.57	314.96	217.55	136.42	169.04	196.12	239.04	34.3	129.34	315.49	46.73	147.38	93.31	213.54	161.06	186.64	52.01
ABHD16A	ENSG00000204427	protein_coding	31686954	31703356	284.15	204.16	154.36	97.9	205.81	193.13	180.92	157.01	120.81	164.24	59.95	171.72	312.85	120.82	396.46	112.08	428.4	301.03	178.54	220.68	295.33	314.26	61.91	177.97	425.86	90.07	190.73	92.5	232.47	158.14	189.66	94.92
ENSG00000204422	ENSG00000204422	lncRNA	31686961	31714072	280.65	195.78	142.33	94.77	195.8	181.28	171.13	148.1	112.89	151.63	55.16	155.46	294.28	106.35	361.88	97.28	401.94	277.02	169.68	194.95	271.14	292.5	53.87	163.04	383.94	76.99	178.91	87.94	225.12	153.41	180.41	79.24
MIR4646	ENSG00000266776	miRNA	31701028	31701091	224.16	134.59	109.46	65.83	147.1	123.87	134.3	93.81	78.98	110.9	46.13	56.21	202.86	37.87	218.62	68.25	252.57	154.6	70.59	110.37	167.16	181.41	12.0	55.84	237.65	38.02	94.29	72.95	173.19	135.86	143.4	55.63
LY6G6F	ENSG00000204424	protein_coding	31706865	31710679	261.52	176.95	122.17	86.5	184.95	167.06	153.27	136.28	96.53	102.4	40.82	130.18	268.34	98.19	286.16	69.64	368.07	234.81	151.71	156.41	217.0	228.71	34.15	126.22	297.38	67.75	179.26	85.46	209.59	139.35	162.7	50.7
LY6G6F-LY6G6D	ENSG00000250641	protein_coding	31706903	31717918	284.81	214.59	145.03	113.73	210.42	189.87	179.56	155.41	109.37	154.05	55.55	141.62	270.18	86.19	332.36	81.32	376.64	253.27	165.38	179.42	246.93	284.78	42.3	155.76	339.09	65.43	174.53	92.71	249.63	175.42	178.98	64.49
LY6G6E	ENSG00000255552	transcribed_unitary_pseudogene	31711770	31714065	318.99	255.21	152.34	127.73	231.33	208.76	211.39	165.61	124.43	199.59	55.78	122.76	240.87	64.24	369.04	83.34	347.96	243.06	176.28	153.81	244.96	299.07	38.88	159.5	332.26	47.8	162.3	109.56	292.4	211.19	187.37	55.38
LY6G6D	ENSG00000244355	protein_coding	31715347	31717919	264.11	208.78	153.28	128.25	201.09	196.04	177.99	163.52	100.71	170.75	68.54	137.15	268.57	73.88	311.5	75.22	370.09	241.42	128.5	206.52	245.31	299.48	40.56	155.37	347.9	68.01	160.55	82.51	238.93	178.17	179.54	68.2
MPIG6B	ENSG00000204420	protein_coding	31718593	31726714	321.42	253.44	192.37	131.55	258.57	246.69	230.32	220.27	137.1	200.42	67.71	131.67	267.85	67.63	379.77	66.29	374.82	290.34	139.59	212.97	251.36	276.76	39.9	148.31	389.33	56.77	183.84	108.91	281.41	200.85	232.59	111.43
LY6G6C	ENSG00000204421	protein_coding	31718647	31721746	312.47	227.58	171.63	116.77	235.46	226.49	207.91	194.1	124.09	182.72	58.74	114.92	262.96	60.33	343.22	60.43	350.89	265.16	117.7	200.92	217.15	259.17	42.37	132.67	340.31	57.53	156.75	105.43	253.37	184.02	214.38	80.15
DDAH2	ENSG00000213722	protein_coding	31727037	31730617	383.94	298.03	202.77	134.96	295.04	299.7	209.63	238.57	165.87	217.4	85.44	175.55	309.42	96.43	417.5	88.34	445.27	304.06	167.7	203.23	264.37	307.23	49.77	173.09	458.73	69.13	195.82	125.56	321.02	232.01	253.67	134.05
CLIC1	ENSG00000213719	protein_coding	31730580	31739763	327.43	242.39	154.25	135.37	239.77	224.87	175.69	167.5	140.31	186.19	48.51	134.29	274.31	54.26	339.31	74.6	346.92	266.48	144.57	176.53	248.11	276.29	33.9	156.94	367.51	52.41	161.73	88.19	273.05	199.78	226.92	90.93
MSH5	ENSG00000204410	protein_coding	31739676	31762676	238.64	153.48	99.62	81.4	150.95	150.43	127.08	133.56	85.69	111.79	39.05	91.42	197.47	48.18	238.19	41.71	279.72	184.29	88.77	119.98	169.41	182.94	27.61	103.45	270.75	37.85	114.99	73.39	190.15	119.8	150.61	59.58
MSH5-SAPCD1	ENSG00000255152	protein_coding	31740019	31764851	240.15	157.57	104.29	82.81	156.9	152.93	133.43	140.04	88.2	115.29	39.99	99.15	208.27	51.02	250.1	44.7	293.18	193.82	94.6	127.43	177.91	193.72	29.34	108.82	281.67	39.99	120.36	76.45	194.52	124.56	155.92	62.98
RNU6-850P	ENSG00000252743	snRNA	31756950	31757053	86.91	73.97	24.89	45.76	64.3	82.17	62.9	59.56	36.86	34.43	13.12	21.89	78.72	17.97	73.08	11.68	87.38	62.98	30.2	41.88	50.89	58.06	5.0	27.95	79.94	13.0	40.28	25.82	78.42	50.72	55.71	0.0
SAPCD1	ENSG00000228727	protein_coding	31762655	31764850	268.06	213.19	156.04	103.67	217.88	188.58	194.98	200.56	118.31	163.53	49.58	181.26	330.58	80.69	382.45	74.79	444.19	301.24	156.81	209.65	278.38	321.21	46.0	169.02	410.03	61.93	184.69	104.49	250.71	178.51	216.54	103.8
SAPCD1-AS1	ENSG00000235663	lncRNA	31764309	31765588	200.77	93.98	67.22	48.32	95.66	83.35	89.57	80.63	54.32	57.48	22.66	169.08	265.19	77.2	324.48	43.22	376.86	243.19	124.33	151.24	230.51	259.43	40.64	136.91	315.9	54.5	138.31	46.19	164.78	73.71	163.32	40.78
VWA7	ENSG00000204396	protein_coding	31765589	31777328	263.18	163.9	118.16	79.14	152.7	149.07	128.58	140.98	80.59	123.06	48.99	109.27	203.56	54.03	267.4	50.68	303.46	197.74	109.34	123.89	205.4	210.75	23.59	108.25	271.62	34.94	114.17	65.56	188.36	126.29	155.44	53.21
VARS1	ENSG00000204394	protein_coding	31777517	31795752	249.02	182.46	115.02	96.29	191.09	172.43	147.09	144.61	94.13	129.8	58.41	161.35	291.54	93.14	350.58	93.56	366.23	275.49	166.52	206.3	262.8	279.81	62.86	160.98	352.9	84.57	166.09	79.27	222.67	142.21	173.56	72.07
Y_RNA	ENSG00000201555	misc_RNA	31778816	31778905	356.12	260.64	179.79	124.53	261.33	221.21	240.42	226.65	141.17	199.62	53.55	157.51	286.0	79.11	374.58	64.92	438.75	267.02	155.02	193.63	241.99	301.27	54.01	126.53	354.44	46.99	158.24	121.33	342.4	202.11	248.54	126.66
LSM2	ENSG00000204392	protein_coding	31797395	31806966	140.6	105.94	60.87	48.41	90.33	83.36	89.39	80.96	51.91	60.26	28.66	51.86	134.96	35.26	159.11	22.97	160.44	106.91	50.01	67.54	112.43	115.61	12.77	56.91	165.51	16.15	67.3	41.05	117.72	72.37	91.81	13.85
HSPA1L	ENSG00000204390	protein_coding	31809618	31815283	321.81	251.94	179.16	122.6	207.26	202.84	176.68	177.16	132.73	159.47	66.53	125.04	226.31	57.5	318.43	55.38	338.45	229.32	120.0	156.32	242.05	233.41	31.87	120.05	337.83	35.52	169.26	99.01	255.27	200.19	236.48	60.64
HSPA1A	ENSG00000204389	protein_coding	31815542	31817946	401.76	299.57	206.59	140.38	267.24	255.47	211.13	203.49	169.2	185.12	87.02	129.8	342.43	73.08	377.11	56.8	394.49	275.57	154.28	205.79	282.82	279.82	31.29	148.94	367.75	53.89	185.0	123.21	343.77	244.31	274.96	87.55
ENSG00000289637	ENSG00000289637	lncRNA	31821148	31821964	307.63	221.86	135.19	111.32	231.47	248.49	153.67	169.17	158.11	204.74	51.23	146.19	277.46	60.68	267.14	42.02	369.76	233.18	113.56	157.31	235.55	302.06	31.17	126.62	335.29	54.55	194.75	79.48	262.65	204.69	228.92	110.94
ENSG00000289829	ENSG00000289829	lncRNA	31826840	31827443	271.09	219.25	117.48	96.34	124.45	190.82	82.05	89.04	121.34	208.21	42.62	112.01	258.3	58.95	301.4	47.31	367.47	288.12	96.89	176.82	227.1	275.39	35.08	120.58	331.05	41.67	167.39	46.65	273.7	161.91	197.66	50.87
HSPA1B	ENSG00000204388	protein_coding	31827737	31830254	370.66	307.7	179.16	122.57	227.03	244.41	140.97	164.94	136.15	245.65	69.35	112.43	325.09	59.22	363.33	68.84	457.29	321.66	135.84	184.13	282.09	327.29	51.76	162.05	389.14	58.56	233.87	101.29	349.12	214.56	229.62	89.23
ENSG00000285565	ENSG00000285565	lncRNA	31828833	31839719	152.12	138.53	81.38	59.12	128.14	109.28	81.71	88.73	56.37	83.25	33.37	49.11	138.9	34.78	161.85	29.81	174.0	122.54	54.84	74.15	127.44	117.69	14.4	70.05	170.12	18.08	97.68	52.11	131.77	99.91	89.76	28.67
SNHG32	ENSG00000204387	lncRNA	31834607	31839766	61.3	67.94	31.32	29.63	67.03	50.57	39.05	45.39	30.0	35.79	15.09	22.52	67.89	16.91	76.21	11.75	74.9	52.64	22.33	28.33	72.7	46.57	2.88	36.08	67.52	6.67	44.75	25.81	52.21	48.33	30.78	14.18
SNORD48	ENSG00000201823	snoRNA	31835262	31835326	133.58	156.78	73.61	66.89	137.39	108.27	80.77	107.67	64.34	77.61	31.48	41.25	142.98	39.28	158.83	23.64	151.75	103.33	42.02	61.95	147.2	101.3	11.28	71.12	157.88	10.78	103.89	59.05	117.36	108.44	63.95	28.14
SNORD52	ENSG00000201754	snoRNA	31837075	31837142	56.22	53.57	25.87	21.93	67.0	50.9	39.78	31.21	25.99	33.37	11.0	22.99	64.36	16.0	59.34	12.0	67.55	50.9	22.01	26.0	70.54	48.0	0.0	39.07	48.25	7.0	33.54	22.01	44.1	48.66	31.48	12.97
NEU1	ENSG00000204386	protein_coding	31857658	31862905	299.23	213.24	147.02	101.05	196.34	190.66	141.6	144.13	108.99	155.34	53.36	104.2	195.37	51.47	240.14	46.75	292.12	184.99	98.43	119.35	161.41	210.97	25.63	81.16	301.82	30.08	111.87	73.08	243.26	178.57	199.71	108.9
SLC44A4	ENSG00000204385	protein_coding	31863191	31879046	261.94	191.12	125.74	97.24	183.65	192.07	147.18	140.5	107.47	124.51	49.31	121.37	227.48	71.79	312.3	52.43	340.17	210.4	126.25	138.44	206.99	230.73	35.48	115.56	324.87	52.38	138.58	78.44	222.28	151.65	161.49	74.81
EHMT2-AS1	ENSG00000237080	lncRNA	31877807	31884204	310.75	251.62	169.84	120.52	255.8	266.95	228.65	226.87	118.81	166.46	64.38	120.15	275.01	90.62	377.35	76.71	405.79	263.41	155.65	208.94	228.95	269.79	30.16	151.32	413.46	55.84	170.66	110.97	298.22	202.96	242.49	91.74
EHMT2	ENSG00000204371	protein_coding	31879758	31897698	290.33	223.47	160.67	107.38	224.76	229.03	208.68	192.35	115.01	154.67	61.0	115.44	246.9	82.2	310.75	65.27	327.98	228.47	112.42	171.45	200.72	228.65	30.13	140.15	335.35	50.66	150.05	105.09	261.63	178.11	210.17	67.22
C2	ENSG00000166278	protein_coding	31897784	31945673	191.74	134.82	93.54	70.77	131.28	135.44	107.13	107.41	77.48	94.59	39.81	78.55	164.34	42.82	211.24	42.12	221.9	167.01	80.07	105.83	139.64	168.79	21.84	99.16	227.71	25.73	95.98	64.74	165.73	116.05	129.65	33.06
ZBTB12	ENSG00000204366	protein_coding	31899612	31902086	160.52	119.7	60.06	47.71	95.55	95.6	78.21	68.32	47.08	99.67	38.13	101.06	143.13	28.51	214.09	54.99	219.15	172.65	77.92	98.45	157.62	218.66	26.0	118.5	219.2	20.06	113.73	40.28	144.52	94.64	103.06	35.64
ENSG00000244255	ENSG00000244255	protein_coding	31927697	31952048	233.24	172.2	123.99	98.02	165.93	167.84	149.14	137.45	99.58	126.12	48.33	100.9	211.74	52.57	270.36	58.28	286.31	216.29	114.21	143.49	175.64	214.39	27.9	120.39	298.3	36.19	132.65	83.13	205.72	146.55	164.63	68.65
